series,episode,baker,signature_bake,show_stopper,baker_name,baker_age,baker_occupation,hometown,technical,result
9,NA,Karen,NA,NA,Karen Wright,60,In-store sampling assistant,Wakefield,NA,NA
9,NA,Kim-Joy,NA,NA,Kim-Joy Hewlett,27,Mental health specialist,Leeds,NA,NA
9,NA,Luke,NA,NA,Luke Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA
9,NA,Manon,NA,NA,Manon Lagrave,26,Software project manager,London,NA,NA
9,NA,Rahul,NA,NA,Rahul Mandal,30,Research scientist,Rotherham,NA,NA
9,NA,Ruby,NA,NA,Ruby Bhogal,29,Project manager,London,NA,NA
9,NA,Terry,NA,NA,Terry Hartill,56,Retired air steward,West Midlands,NA,NA
10,1,Alice,NA,NA,NA,NA,NA,NA,5,IN
10,1,Amelia,NA,NA,NA,NA,NA,NA,4,IN
10,1,Dan,NA,NA,NA,NA,NA,NA,9,OUT
10,1,David,NA,NA,NA,NA,NA,NA,10,IN
10,1,Helena,NA,NA,NA,NA,NA,NA,12,IN
10,1,Henry,NA,NA,NA,NA,NA,NA,1,IN
10,1,Jamie,NA,NA,NA,NA,NA,NA,13,IN
10,1,Michael,NA,NA,NA,NA,NA,NA,11,IN
10,1,Michelle,NA,NA,NA,NA,NA,NA,6,STAR BAKER
10,1,Phil,NA,NA,NA,NA,NA,NA,8,IN
10,1,Priya,NA,NA,NA,NA,NA,NA,7,IN
10,1,Rosie,NA,NA,NA,NA,NA,NA,2,IN
10,1,Steph,NA,NA,NA,NA,NA,NA,3,IN
10,2,Alice,NA,NA,NA,NA,NA,NA,1,STAR BAKER
10,2,Amelia,NA,NA,NA,NA,NA,NA,9,IN
10,2,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,2,David,NA,NA,NA,NA,NA,NA,2,IN
10,2,Helena,NA,NA,NA,NA,NA,NA,12,IN
10,2,Henry,NA,NA,NA,NA,NA,NA,6,IN
10,2,Jamie,NA,NA,NA,NA,NA,NA,11,OUT
10,2,Michael,NA,NA,NA,NA,NA,NA,4,IN
10,2,Michelle,NA,NA,NA,NA,NA,NA,8,IN
10,2,Phil,NA,NA,NA,NA,NA,NA,3,IN
10,2,Priya,NA,NA,NA,NA,NA,NA,7,IN
10,2,Rosie,NA,NA,NA,NA,NA,NA,5,IN
10,2,Steph,NA,NA,NA,NA,NA,NA,10,IN
10,3,Alice,NA,NA,NA,NA,NA,NA,7,IN
10,3,Amelia,NA,NA,NA,NA,NA,NA,11,OUT
10,3,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,3,David,NA,NA,NA,NA,NA,NA,2,IN
10,3,Helena,NA,NA,NA,NA,NA,NA,8,IN
10,3,Henry,NA,NA,NA,NA,NA,NA,1,IN
10,3,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,3,Michael,NA,NA,NA,NA,NA,NA,6,STAR BAKER
10,3,Michelle,NA,NA,NA,NA,NA,NA,5,IN
10,3,Phil,NA,NA,NA,NA,NA,NA,10,IN
10,3,Priya,NA,NA,NA,NA,NA,NA,4,IN
10,3,Rosie,NA,NA,NA,NA,NA,NA,9,IN
10,3,Steph,NA,NA,NA,NA,NA,NA,3,IN
10,4,Alice,NA,NA,NA,NA,NA,NA,8,IN
10,4,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,4,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,4,David,NA,NA,NA,NA,NA,NA,2,IN
10,4,Helena,NA,NA,NA,NA,NA,NA,9,IN
10,4,Henry,NA,NA,NA,NA,NA,NA,3,IN
10,4,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,4,Michael,NA,NA,NA,NA,NA,NA,7,IN
10,4,Michelle,NA,NA,NA,NA,NA,NA,5,IN
10,4,Phil,NA,NA,NA,NA,NA,NA,6,OUT
10,4,Priya,NA,NA,NA,NA,NA,NA,10,IN
10,4,Rosie,NA,NA,NA,NA,NA,NA,4,IN
10,4,Steph,NA,NA,NA,NA,NA,NA,1,STAR BAKER
10,5,Alice,NA,NA,NA,NA,NA,NA,6,IN
10,5,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,5,David,NA,NA,NA,NA,NA,NA,9,IN
10,5,Helena,NA,NA,NA,NA,NA,NA,1,OUT
10,5,Henry,NA,NA,NA,NA,NA,NA,3,IN
10,5,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Michael,NA,NA,NA,NA,NA,NA,8,IN
10,5,Michelle,NA,NA,NA,NA,NA,NA,7,OUT
10,5,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Priya,NA,NA,NA,NA,NA,NA,2,IN
10,5,Rosie,NA,NA,NA,NA,NA,NA,5,IN
10,5,Steph,NA,NA,NA,NA,NA,NA,4,STAR BAKER
10,6,Alice,NA,NA,NA,NA,NA,NA,1,IN
10,6,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,6,David,NA,NA,NA,NA,NA,NA,2,IN
10,6,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Henry,NA,NA,NA,NA,NA,NA,4,IN
10,6,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Michael,NA,NA,NA,NA,NA,NA,6,IN
10,6,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Priya,NA,NA,NA,NA,NA,NA,7,OUT
10,6,Rosie,NA,NA,NA,NA,NA,NA,5,IN
10,6,Steph,NA,NA,NA,NA,NA,NA,3,STAR BAKER
10,7,Alice,NA,NA,NA,NA,NA,NA,6,IN
10,7,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,7,David,NA,NA,NA,NA,NA,NA,2,IN
10,7,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Henry,NA,NA,NA,NA,NA,NA,3,STAR BAKER
10,7,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Michael,NA,NA,NA,NA,NA,NA,5,OUT
10,7,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Rosie,NA,NA,NA,NA,NA,NA,1,IN
10,7,Steph,NA,NA,NA,NA,NA,NA,4,IN
10,8,Alice,NA,NA,NA,NA,NA,NA,3,IN
10,8,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,8,David,NA,NA,NA,NA,NA,NA,1,IN
10,8,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Henry,NA,NA,NA,NA,NA,NA,5,OUT
10,8,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Rosie,NA,NA,NA,NA,NA,NA,2,IN
10,8,Steph,NA,NA,NA,NA,NA,NA,4,STAR BAKER
10,9,Alice,NA,NA,NA,NA,NA,NA,4,STAR BAKER
10,9,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,9,David,NA,NA,NA,NA,NA,NA,2,IN
10,9,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Henry,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Rosie,NA,NA,NA,NA,NA,NA,1,OUT
10,9,Steph,NA,NA,NA,NA,NA,NA,3,IN
10,10,Alice,NA,NA,NA,NA,NA,NA,2,Runner-up
10,10,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,10,David,NA,NA,NA,NA,NA,NA,1,WINNER
10,10,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Henry,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Rosie,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Steph,NA,NA,NA,NA,NA,NA,3,Runner-up
10,NA,Alice,NA,NA,Alice Fevronia,28,Geography teacher,Essex,NA,NA
10,NA,Amelia,NA,NA,Amelia LeBruin,24,Fashion designer,Halifax,NA,NA
10,NA,Dan,NA,NA,Dan Chambers,32,Support worker,Rotherham,NA,NA
10,NA,David,NA,NA,David Atherton,36,International health adviser,Whitby,NA,NA
10,NA,Helena,NA,NA,Helena Garcia,40,Online project manager,Leeds,NA,NA
10,NA,Henry,NA,NA,Henry Bird,20,Student,Durham,NA,NA
10,NA,Jamie,NA,NA,Jamie Finn,20,Part-time waiter,Surrey,NA,NA
10,NA,Michael,NA,NA,Michael Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA
10,NA,Michelle,NA,NA,Michelle Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA
10,NA,Phil,NA,NA,Phil Thorne,56,HGV driver,Rainham,NA,NA
10,NA,Priya,NA,NA,Priya O'Shea,34,Marketing consultant,Leicester,NA,NA
10,NA,Rosie,NA,NA,Rosie Brandreth-Poynter,28,Veterinary surgeon,Somerset,NA,NA
10,NA,Steph,NA,NA,Steph Blackwell,28,Shop assistant,Chester,NA,NA
